occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
executive,52,high_school,married,mobile,July,7,196,2,unidentified,not_converted
technical_specialist,59,high_school,divorced,mobile,January,29,34,1,unidentified,not_converted
administrative_staff,29,high_school,married,mobile,October,11,185,2,unidentified,not_converted
executive,26,college,single,mobile,September,4,113,1,other_outcome,not_converted
executive,27,college,single,mobile,July,31,632,18,unidentified,not_converted
independent_worker,32,high_school,single,mobile,July,25,184,2,unidentified,not_converted
independent_worker,58,high_school,divorced,unidentified,May,8,154,2,unidentified,not_converted
manual_worker,34,elementary_school,divorced,mobile,May,15,206,5,unidentified,not_converted
administrative_staff,35,high_school,single,mobile,May,5,84,5,unidentified,not_converted
technical_specialist,53,high_school,married,mobile,August,19,58,2,unidentified,not_converted
student,32,unidentified,single,mobile,March,30,167,2,unidentified,not_converted
service_worker,31,high_school,married,unidentified,May,23,442,1,unidentified,not_converted
retired_worker,51,high_school,married,mobile,July,8,123,4,unidentified,not_converted
service_worker,41,high_school,married,unidentified,May,8,91,1,unidentified,not_converted
domestic_worker,34,high_school,married,mobile,February,3,22,6,unidentified,not_converted
executive,37,college,married,unidentified,June,6,95,2,unidentified,not_converted
executive,35,college,single,mobile,November,19,127,1,unidentified,not_converted
technical_specialist,58,college,single,mobile,November,19,96,1,unidentified,not_converted
administrative_staff,24,high_school,single,mobile,May,18,22,2,unidentified,not_converted
executive,46,college,married,unidentified,May,20,128,6,unidentified,not_converted
executive,50,college,divorced,mobile,January,28,326,1,unidentified,not_converted
administrative_staff,34,high_school,married,mobile,April,2,739,2,unidentified,converted
manual_worker,42,high_school,married,mobile,April,3,697,2,unidentified,not_converted
unidentified,26,high_school,divorced,mobile,May,7,556,1,unidentified,not_converted
technical_specialist,50,high_school,married,mobile,November,17,170,2,unidentified,not_converted
manual_worker,47,elementary_school,married,unidentified,May,14,326,3,unidentified,not_converted
independent_worker,27,college,single,mobile,February,13,55,2,unidentified,not_converted
service_worker,41,unidentified,married,mobile,July,30,1171,4,unidentified,converted
technical_specialist,40,high_school,single,mobile,May,8,69,1,unsuccessful,not_converted
manual_worker,38,high_school,single,mobile,November,21,87,2,other_outcome,not_converted
executive,41,college,married,mobile,July,28,81,8,unidentified,not_converted
service_worker,32,college,single,mobile,May,18,166,2,other_outcome,not_converted
manual_worker,34,elementary_school,married,mobile,July,16,1389,7,unidentified,not_converted
jobless,26,college,single,mobile,April,26,175,1,unidentified,converted
service_worker,33,high_school,married,mobile,May,14,629,4,unidentified,converted
business_owner,37,college,married,unidentified,May,27,129,2,unidentified,not_converted
jobless,37,high_school,married,unidentified,June,17,292,3,unidentified,not_converted
technical_specialist,33,college,married,mobile,August,25,116,4,unidentified,not_converted
technical_specialist,34,high_school,single,landline,August,17,122,1,other_outcome,not_converted
service_worker,24,high_school,single,unidentified,May,28,226,1,unidentified,not_converted
retired_worker,75,high_school,divorced,landline,November,13,137,1,unidentified,not_converted
executive,59,college,married,mobile,April,20,818,2,unsuccessful,not_converted
jobless,52,high_school,married,mobile,May,26,309,1,unidentified,not_converted
technical_specialist,43,high_school,married,mobile,August,5,196,1,unidentified,not_converted
business_owner,28,college,single,unidentified,May,21,195,1,unidentified,not_converted
service_worker,53,high_school,divorced,mobile,February,5,8,6,unidentified,not_converted
executive,54,college,married,mobile,November,19,50,1,unidentified,not_converted
executive,54,college,married,unidentified,May,5,120,2,unidentified,not_converted
business_owner,36,college,single,unidentified,June,16,61,3,unidentified,not_converted
technical_specialist,30,high_school,single,mobile,April,20,90,3,other_outcome,not_converted
manual_worker,37,high_school,married,unidentified,June,17,41,1,unidentified,not_converted
executive,39,college,married,mobile,August,6,232,2,unidentified,not_converted
executive,35,college,married,unidentified,June,5,78,6,unidentified,not_converted
executive,30,college,single,mobile,September,9,234,1,unsuccessful,converted
manual_worker,27,high_school,married,unidentified,May,9,257,3,unidentified,not_converted
business_owner,42,college,married,mobile,July,24,58,2,unidentified,not_converted
technical_specialist,50,elementary_school,married,unidentified,May,6,129,1,unidentified,not_converted
executive,46,college,married,unidentified,May,5,197,1,unidentified,not_converted
executive,33,college,single,mobile,August,8,80,2,unidentified,not_converted
service_worker,31,high_school,single,mobile,May,6,100,1,unidentified,not_converted
service_worker,32,high_school,single,unidentified,May,5,213,2,unidentified,not_converted
retired_worker,58,unidentified,married,landline,August,4,152,2,unidentified,not_converted
executive,41,high_school,married,mobile,July,7,630,3,unidentified,not_converted
technical_specialist,34,high_school,single,mobile,May,7,146,2,unsuccessful,not_converted
jobless,36,high_school,married,mobile,September,23,390,2,unidentified,not_converted
manual_worker,42,unidentified,married,mobile,July,28,307,3,unidentified,not_converted
executive,38,college,single,mobile,April,17,322,2,unidentified,not_converted
manual_worker,39,elementary_school,married,unidentified,May,7,294,1,unidentified,not_converted
manual_worker,26,high_school,married,mobile,April,8,213,3,other_outcome,not_converted
executive,35,college,single,mobile,November,18,54,1,unidentified,not_converted
manual_worker,60,high_school,married,mobile,July,22,282,2,unidentified,not_converted
jobless,43,high_school,married,mobile,November,18,202,2,unidentified,not_converted
independent_worker,38,college,married,mobile,August,22,508,7,unidentified,not_converted
service_worker,48,unidentified,married,unidentified,May,5,107,1,unidentified,not_converted
technical_specialist,42,high_school,married,mobile,August,28,23,22,unidentified,not_converted
executive,35,college,married,mobile,November,21,189,1,other_outcome,not_converted
executive,56,college,divorced,mobile,July,28,127,6,unidentified,not_converted
administrative_staff,35,high_school,divorced,mobile,July,8,199,1,unidentified,not_converted
administrative_staff,33,high_school,single,unidentified,May,14,565,1,unidentified,not_converted
technical_specialist,47,high_school,married,mobile,November,18,194,1,unidentified,not_converted
service_worker,49,high_school,married,mobile,April,17,79,1,unidentified,not_converted
manual_worker,32,high_school,married,mobile,May,14,19,8,unsuccessful,not_converted
administrative_staff,47,high_school,married,unidentified,June,9,128,1,unidentified,not_converted
service_worker,41,high_school,divorced,mobile,July,14,93,3,unidentified,not_converted
technical_specialist,35,high_school,divorced,mobile,July,24,262,2,unidentified,not_converted
technical_specialist,40,high_school,married,mobile,June,2,221,1,unidentified,not_converted
executive,42,college,married,mobile,November,5,298,5,unidentified,not_converted
executive,49,college,married,mobile,November,21,226,1,unidentified,not_converted
unidentified,43,unidentified,married,unidentified,June,20,45,1,unidentified,not_converted
administrative_staff,57,high_school,divorced,mobile,November,19,68,1,unidentified,not_converted
service_worker,47,unidentified,married,unidentified,May,21,154,5,unidentified,not_converted
service_worker,33,high_school,single,unidentified,May,26,165,1,unidentified,not_converted
student,24,high_school,single,mobile,April,5,907,4,unsuccessful,converted
jobless,36,elementary_school,married,mobile,May,8,152,1,unidentified,not_converted
executive,39,high_school,single,mobile,August,19,192,7,unidentified,not_converted
independent_worker,57,elementary_school,married,mobile,May,11,108,6,unsuccessful,not_converted
retired_worker,74,unidentified,married,mobile,August,6,165,3,unidentified,not_converted
service_worker,42,high_school,single,mobile,November,17,90,2,unidentified,not_converted
executive,34,college,married,mobile,August,7,262,1,successful,converted
service_worker,25,high_school,single,unidentified,May,29,440,2,unidentified,not_converted
manual_worker,35,high_school,married,landline,May,13,155,6,unidentified,not_converted
administrative_staff,34,high_school,married,mobile,July,8,303,1,unidentified,not_converted
service_worker,39,elementary_school,single,mobile,July,10,156,1,unidentified,not_converted
technical_specialist,37,high_school,single,unidentified,May,28,85,1,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,July,30,112,5,unidentified,not_converted
manual_worker,48,high_school,married,unidentified,June,3,161,1,unidentified,not_converted
manual_worker,55,elementary_school,married,mobile,February,3,112,3,unsuccessful,not_converted
technical_specialist,35,high_school,divorced,mobile,August,28,203,28,unidentified,not_converted
service_worker,32,elementary_school,married,mobile,February,4,177,3,unidentified,not_converted
administrative_staff,25,high_school,single,mobile,July,25,49,1,unidentified,not_converted
administrative_staff,59,high_school,married,mobile,August,22,1241,11,unidentified,converted
executive,33,college,single,mobile,November,2,144,1,unidentified,not_converted
retired_worker,74,college,married,mobile,August,12,90,2,unidentified,not_converted
executive,37,college,married,mobile,May,7,205,1,unidentified,not_converted
manual_worker,40,elementary_school,married,mobile,May,12,206,1,unsuccessful,not_converted
retired_worker,60,high_school,married,mobile,July,30,61,5,unidentified,not_converted
independent_worker,45,high_school,married,mobile,November,20,691,1,unidentified,converted
executive,31,college,single,mobile,August,29,63,2,unidentified,not_converted
administrative_staff,45,high_school,married,unidentified,May,29,144,1,unidentified,not_converted
executive,31,college,single,unidentified,May,6,170,3,unidentified,not_converted
technical_specialist,27,college,single,unidentified,May,16,897,1,unidentified,converted
manual_worker,36,high_school,single,landline,May,11,75,4,unidentified,not_converted
administrative_staff,29,high_school,married,unidentified,May,28,314,2,unidentified,not_converted
executive,48,elementary_school,married,unidentified,June,6,30,24,unidentified,not_converted
technical_specialist,28,high_school,single,mobile,July,28,96,4,unidentified,not_converted
retired_worker,57,high_school,married,landline,July,12,567,1,successful,converted
technical_specialist,49,high_school,married,mobile,July,11,178,2,unidentified,not_converted
manual_worker,31,elementary_school,single,unidentified,May,20,157,1,unidentified,not_converted
technical_specialist,57,high_school,married,mobile,March,27,558,1,unidentified,not_converted
manual_worker,51,high_school,married,mobile,May,14,17,8,unidentified,not_converted
service_worker,53,elementary_school,divorced,mobile,May,14,149,1,unsuccessful,not_converted
jobless,28,high_school,married,unidentified,June,4,606,2,unidentified,not_converted
manual_worker,33,elementary_school,married,mobile,November,21,552,3,unsuccessful,not_converted
manual_worker,34,high_school,single,mobile,May,11,47,1,unsuccessful,not_converted
independent_worker,51,elementary_school,married,unidentified,June,17,65,2,unidentified,not_converted
service_worker,42,high_school,single,mobile,August,7,215,1,unsuccessful,converted
manual_worker,48,elementary_school,married,unidentified,May,15,90,1,unidentified,not_converted
retired_worker,76,high_school,married,landline,February,5,110,1,unsuccessful,not_converted
manual_worker,46,elementary_school,divorced,unidentified,May,13,20,1,unidentified,not_converted
domestic_worker,58,elementary_school,married,unidentified,June,17,76,4,unidentified,not_converted
technical_specialist,32,high_school,married,mobile,October,26,289,1,other_outcome,converted
domestic_worker,45,college,married,mobile,November,21,312,3,unsuccessful,not_converted
manual_worker,42,elementary_school,single,landline,May,15,7,4,unsuccessful,not_converted
executive,34,college,single,unidentified,May,21,311,1,unidentified,not_converted
executive,32,college,single,unidentified,May,23,111,2,unidentified,not_converted
manual_worker,24,high_school,married,unidentified,May,27,290,2,unidentified,not_converted
technical_specialist,55,high_school,single,unidentified,June,2,63,1,unidentified,not_converted
administrative_staff,55,high_school,divorced,mobile,August,10,247,1,successful,not_converted
student,28,high_school,single,mobile,February,26,139,1,successful,not_converted
administrative_staff,42,high_school,married,mobile,July,8,249,3,unidentified,not_converted
executive,44,elementary_school,married,mobile,April,16,165,3,unidentified,converted
administrative_staff,31,high_school,married,mobile,April,17,346,2,unidentified,not_converted
executive,34,college,married,mobile,July,31,8,27,unidentified,not_converted
technical_specialist,37,high_school,single,mobile,August,8,90,5,unidentified,not_converted
technical_specialist,33,high_school,married,unidentified,May,16,148,2,unidentified,not_converted
executive,40,college,married,mobile,November,17,49,1,unidentified,not_converted
student,35,high_school,single,mobile,May,5,863,1,successful,converted
service_worker,31,high_school,single,unidentified,May,28,222,1,unidentified,not_converted
independent_worker,32,elementary_school,married,unidentified,May,23,881,2,unidentified,not_converted
technical_specialist,30,high_school,single,mobile,May,13,321,4,unidentified,not_converted
executive,45,college,divorced,unidentified,May,26,86,3,unidentified,not_converted
student,27,high_school,single,mobile,March,18,236,2,unidentified,not_converted
technical_specialist,39,high_school,single,mobile,November,18,486,1,unidentified,converted
manual_worker,43,high_school,married,mobile,April,7,91,1,unsuccessful,not_converted
administrative_staff,37,high_school,single,unidentified,June,11,203,2,unidentified,not_converted
executive,31,college,single,mobile,November,21,5,7,unidentified,not_converted
retired_worker,48,elementary_school,married,unidentified,June,18,88,8,unidentified,not_converted
manual_worker,31,high_school,married,unidentified,May,23,159,3,unidentified,not_converted
technical_specialist,51,college,divorced,mobile,August,28,84,7,unidentified,not_converted
business_owner,36,high_school,married,mobile,January,29,344,3,unidentified,not_converted
technical_specialist,37,high_school,single,mobile,April,20,51,4,other_outcome,not_converted
technical_specialist,43,high_school,divorced,mobile,August,19,332,3,unidentified,not_converted
executive,55,high_school,divorced,mobile,July,11,1973,2,unidentified,converted
executive,35,college,married,mobile,June,3,467,1,unidentified,not_converted
unidentified,57,unidentified,married,unidentified,May,28,74,2,unidentified,not_converted
retired_worker,55,high_school,divorced,mobile,May,11,190,1,unsuccessful,not_converted
executive,34,college,single,mobile,May,5,245,6,unsuccessful,not_converted
administrative_staff,48,high_school,married,mobile,October,21,419,1,unidentified,converted
technical_specialist,35,high_school,divorced,mobile,February,26,74,1,unsuccessful,not_converted
technical_specialist,41,high_school,married,landline,July,15,141,4,unidentified,not_converted
executive,31,high_school,single,mobile,November,18,125,1,unidentified,not_converted
executive,49,college,divorced,mobile,July,21,316,1,unidentified,converted
administrative_staff,32,high_school,single,mobile,May,5,360,1,unsuccessful,not_converted
manual_worker,53,elementary_school,single,unidentified,May,28,72,1,unidentified,not_converted
unidentified,52,elementary_school,married,mobile,August,11,126,4,unidentified,not_converted
manual_worker,42,high_school,divorced,unidentified,May,30,204,4,unidentified,not_converted
business_owner,33,high_school,single,mobile,February,1,563,5,unidentified,converted
service_worker,37,high_school,single,mobile,February,4,220,1,unidentified,not_converted
manual_worker,40,high_school,single,mobile,April,20,214,1,unsuccessful,not_converted
service_worker,31,high_school,single,mobile,January,30,229,1,unidentified,not_converted
executive,50,college,single,unidentified,May,16,274,8,unidentified,not_converted
manual_worker,46,high_school,married,unidentified,May,29,328,2,unidentified,not_converted
manual_worker,38,elementary_school,married,unidentified,May,16,379,1,unidentified,not_converted
manual_worker,35,elementary_school,single,mobile,May,14,157,2,unsuccessful,not_converted
jobless,37,high_school,married,mobile,February,5,255,1,unidentified,not_converted
manual_worker,57,high_school,married,unidentified,May,15,208,2,unidentified,not_converted
student,26,high_school,single,unidentified,May,14,174,2,unidentified,not_converted
service_worker,49,high_school,married,mobile,May,8,134,1,unsuccessful,not_converted
service_worker,56,high_school,married,mobile,August,20,285,2,unidentified,not_converted
student,25,high_school,single,mobile,March,3,141,1,unsuccessful,converted
technical_specialist,51,high_school,married,unidentified,May,28,228,2,unidentified,not_converted
technical_specialist,58,high_school,married,mobile,July,15,53,1,unidentified,not_converted
retired_worker,56,high_school,married,unidentified,May,15,79,1,unidentified,not_converted
technical_specialist,50,high_school,married,mobile,November,19,69,1,other_outcome,not_converted
manual_worker,31,elementary_school,married,unidentified,May,12,59,4,unidentified,not_converted
service_worker,51,high_school,married,mobile,July,7,422,3,unidentified,not_converted
manual_worker,35,high_school,single,unidentified,May,29,161,1,unidentified,not_converted
manual_worker,53,high_school,married,mobile,August,28,25,18,unidentified,not_converted
technical_specialist,36,high_school,married,mobile,August,19,61,6,unidentified,not_converted
student,27,college,single,mobile,February,11,293,1,successful,converted
manual_worker,45,elementary_school,married,mobile,January,29,249,3,unidentified,not_converted
service_worker,30,high_school,single,mobile,January,29,196,1,other_outcome,not_converted
business_owner,37,elementary_school,married,mobile,July,31,404,2,unidentified,not_converted
technical_specialist,43,college,married,mobile,August,7,185,2,unidentified,not_converted
administrative_staff,34,high_school,single,mobile,July,18,909,3,unidentified,not_converted
manual_worker,38,high_school,married,mobile,May,11,286,3,unidentified,not_converted
service_worker,35,high_school,divorced,mobile,May,6,109,1,unidentified,not_converted
administrative_staff,37,college,married,mobile,November,17,397,2,unidentified,not_converted
technical_specialist,41,high_school,married,mobile,March,11,101,1,unidentified,not_converted
service_worker,41,high_school,divorced,mobile,February,2,421,3,other_outcome,not_converted
service_worker,40,high_school,married,landline,May,14,276,1,unidentified,not_converted
jobless,59,high_school,married,mobile,February,18,83,3,unidentified,converted
service_worker,39,high_school,married,unidentified,May,28,429,10,unidentified,not_converted
administrative_staff,29,high_school,single,unidentified,May,16,286,1,unidentified,not_converted
retired_worker,77,elementary_school,married,landline,August,10,365,2,successful,not_converted
executive,49,college,married,mobile,July,17,257,2,unidentified,not_converted
executive,57,college,divorced,mobile,September,4,730,1,unsuccessful,converted
executive,27,college,single,mobile,July,7,416,4,unidentified,not_converted
retired_worker,60,elementary_school,married,unidentified,June,18,49,2,unidentified,not_converted
technical_specialist,31,high_school,single,landline,May,5,475,4,unsuccessful,not_converted
manual_worker,49,high_school,married,mobile,August,7,253,2,unidentified,not_converted
technical_specialist,57,high_school,married,mobile,May,7,539,1,unidentified,not_converted
business_owner,40,high_school,divorced,mobile,July,18,623,3,unidentified,converted
student,27,high_school,single,unidentified,May,8,238,1,unidentified,not_converted
administrative_staff,36,high_school,married,mobile,July,22,167,9,unidentified,not_converted
manual_worker,35,high_school,single,unidentified,June,6,53,2,unidentified,not_converted
technical_specialist,31,college,single,mobile,May,6,14,6,unidentified,not_converted
service_worker,34,high_school,married,mobile,July,15,274,3,unidentified,not_converted
administrative_staff,38,high_school,married,mobile,November,21,119,1,unsuccessful,not_converted
independent_worker,35,college,single,mobile,November,20,71,1,unsuccessful,not_converted
manual_worker,41,high_school,married,unidentified,May,5,240,2,unidentified,not_converted
executive,32,college,married,mobile,November,18,475,1,unidentified,not_converted
manual_worker,32,high_school,married,unidentified,May,30,198,1,unidentified,not_converted
executive,32,college,single,mobile,May,15,64,3,unsuccessful,not_converted
technical_specialist,32,high_school,single,mobile,August,11,99,2,unidentified,not_converted
service_worker,53,high_school,married,mobile,August,19,28,17,unidentified,not_converted
technical_specialist,53,college,divorced,unidentified,May,16,512,6,unidentified,not_converted
manual_worker,39,high_school,married,mobile,January,29,85,2,unsuccessful,not_converted
technical_specialist,29,high_school,single,mobile,February,3,216,1,unidentified,not_converted
service_worker,41,high_school,married,mobile,July,7,149,5,unidentified,not_converted
domestic_worker,40,high_school,married,mobile,August,11,1099,4,unidentified,not_converted
manual_worker,48,elementary_school,married,landline,May,12,34,4,unidentified,not_converted
service_worker,33,high_school,married,unidentified,May,26,241,2,unidentified,not_converted
service_worker,38,high_school,married,unidentified,May,23,193,2,unidentified,not_converted
jobless,52,college,married,mobile,February,6,40,1,unidentified,not_converted
business_owner,49,high_school,married,landline,July,10,317,2,unidentified,not_converted
manual_worker,34,elementary_school,married,mobile,May,11,58,1,unidentified,not_converted
manual_worker,50,elementary_school,married,mobile,July,7,136,4,unidentified,not_converted
manual_worker,36,high_school,married,mobile,May,7,186,2,unsuccessful,not_converted
technical_specialist,44,college,married,mobile,August,14,41,2,unidentified,not_converted
technical_specialist,36,high_school,married,mobile,July,28,110,3,unidentified,not_converted
technical_specialist,30,high_school,single,mobile,April,7,265,1,unidentified,not_converted
administrative_staff,50,high_school,married,mobile,August,5,720,2,unidentified,converted
retired_worker,77,elementary_school,divorced,mobile,October,25,83,2,other_outcome,not_converted
retired_worker,59,high_school,single,unidentified,May,27,1063,5,unidentified,converted
service_worker,29,high_school,single,mobile,July,28,60,5,unidentified,not_converted
technical_specialist,33,college,single,mobile,April,17,50,2,unsuccessful,not_converted
service_worker,37,high_school,married,unidentified,May,15,395,2,unidentified,not_converted
executive,50,college,married,unidentified,May,30,150,1,unidentified,not_converted
technical_specialist,49,high_school,married,mobile,July,8,191,1,unidentified,not_converted
jobless,48,high_school,divorced,mobile,November,10,594,1,successful,converted
technical_specialist,34,college,single,mobile,November,20,128,5,unidentified,not_converted
executive,48,high_school,married,mobile,May,12,116,1,unidentified,not_converted
executive,27,college,single,mobile,July,28,131,7,unidentified,not_converted
manual_worker,39,elementary_school,single,unidentified,June,17,164,4,unidentified,not_converted
manual_worker,31,high_school,married,mobile,April,17,99,2,unsuccessful,not_converted
student,31,high_school,single,unidentified,May,6,175,3,unidentified,not_converted
administrative_staff,39,high_school,divorced,unidentified,June,20,8,10,unidentified,not_converted
executive,34,unidentified,single,mobile,April,20,51,3,unidentified,not_converted
administrative_staff,41,high_school,divorced,landline,March,15,300,6,successful,converted
independent_worker,32,high_school,married,unidentified,May,28,75,6,unidentified,not_converted
technical_specialist,39,high_school,single,unidentified,June,16,203,2,unidentified,not_converted
jobless,27,high_school,single,mobile,July,21,53,6,unidentified,not_converted
administrative_staff,44,high_school,single,mobile,November,10,95,1,successful,converted
student,21,high_school,single,mobile,May,24,382,1,successful,converted
administrative_staff,31,high_school,single,unidentified,May,13,161,1,unidentified,not_converted
retired_worker,58,elementary_school,married,mobile,May,26,304,1,unidentified,not_converted
manual_worker,49,elementary_school,married,mobile,February,5,537,2,other_outcome,not_converted
jobless,24,high_school,single,mobile,September,7,107,2,unidentified,not_converted
jobless,32,high_school,divorced,mobile,January,28,38,1,unidentified,not_converted
technical_specialist,32,college,single,mobile,August,6,103,2,unidentified,not_converted
technical_specialist,48,high_school,married,mobile,August,19,99,7,unidentified,not_converted
manual_worker,29,college,single,unidentified,May,19,496,3,unidentified,not_converted
manual_worker,36,high_school,married,unidentified,May,8,156,1,unidentified,not_converted
administrative_staff,30,college,single,mobile,August,13,75,1,successful,not_converted
manual_worker,30,high_school,married,unidentified,May,27,166,2,unidentified,not_converted
technical_specialist,41,high_school,married,mobile,August,22,157,1,unidentified,not_converted
domestic_worker,40,college,single,mobile,July,31,1461,6,unidentified,converted
executive,38,college,married,mobile,February,2,124,1,unidentified,not_converted
technical_specialist,32,college,married,mobile,August,6,105,6,unidentified,not_converted
manual_worker,53,high_school,married,mobile,April,7,413,1,unidentified,not_converted
executive,50,college,married,unidentified,June,17,200,4,unidentified,not_converted
domestic_worker,31,elementary_school,married,mobile,August,18,298,10,unidentified,not_converted
service_worker,29,high_school,single,mobile,April,17,273,2,unsuccessful,not_converted
business_owner,41,high_school,divorced,mobile,July,10,188,1,unidentified,not_converted
administrative_staff,27,high_school,single,mobile,June,3,42,1,unidentified,not_converted
student,25,high_school,single,landline,April,14,111,3,unsuccessful,not_converted
domestic_worker,29,high_school,married,unidentified,June,3,35,1,unidentified,not_converted
administrative_staff,31,high_school,single,mobile,July,7,230,1,unidentified,not_converted
technical_specialist,27,college,single,unidentified,May,20,66,2,unidentified,not_converted
technical_specialist,35,high_school,married,mobile,August,27,18,14,unidentified,not_converted
executive,46,college,single,mobile,May,22,114,1,unsuccessful,not_converted
student,27,high_school,single,mobile,October,12,323,1,unidentified,converted
domestic_worker,46,elementary_school,married,unidentified,June,9,302,1,unidentified,not_converted
executive,50,college,divorced,mobile,May,4,24,3,unidentified,not_converted
manual_worker,25,high_school,single,unidentified,June,4,264,2,unidentified,not_converted
administrative_staff,41,high_school,married,mobile,July,30,92,3,unidentified,not_converted
technical_specialist,34,high_school,single,mobile,November,19,117,2,unidentified,not_converted
administrative_staff,34,high_school,married,mobile,May,8,146,3,unsuccessful,not_converted
administrative_staff,40,high_school,married,unidentified,June,6,82,1,unidentified,not_converted
manual_worker,59,elementary_school,married,mobile,August,14,87,2,unidentified,not_converted
domestic_worker,29,elementary_school,married,mobile,July,23,108,2,unidentified,not_converted
manual_worker,37,high_school,single,unidentified,June,18,203,1,unidentified,not_converted
administrative_staff,25,college,single,mobile,April,8,124,2,unidentified,not_converted
manual_worker,45,high_school,married,mobile,August,7,235,2,unidentified,not_converted
retired_worker,78,unidentified,married,landline,August,4,156,1,other_outcome,not_converted
manual_worker,48,unidentified,married,mobile,August,18,73,6,unidentified,not_converted
technical_specialist,35,college,single,mobile,November,21,267,1,unidentified,not_converted
technical_specialist,41,high_school,married,mobile,November,18,474,2,unidentified,not_converted
manual_worker,26,high_school,married,unidentified,May,19,48,2,unidentified,not_converted
independent_worker,39,high_school,married,mobile,November,21,292,3,unidentified,not_converted
manual_worker,30,elementary_school,married,unidentified,May,27,89,5,unidentified,not_converted
administrative_staff,51,high_school,married,mobile,July,30,118,4,unidentified,not_converted
technical_specialist,34,college,single,mobile,July,28,57,5,unidentified,not_converted
manual_worker,41,high_school,single,unidentified,June,6,178,1,unidentified,not_converted
jobless,58,high_school,married,landline,May,11,159,1,unsuccessful,not_converted
technical_specialist,49,high_school,married,mobile,July,31,9,10,unidentified,not_converted
executive,32,college,single,mobile,August,6,184,1,unidentified,not_converted
administrative_staff,35,high_school,single,mobile,February,3,80,1,unsuccessful,not_converted
executive,37,college,single,unidentified,June,16,244,1,unidentified,not_converted
business_owner,58,college,married,unidentified,June,5,1149,2,unidentified,converted
executive,36,college,married,mobile,January,28,76,1,unidentified,not_converted
manual_worker,58,high_school,married,mobile,August,19,235,5,unidentified,not_converted
executive,51,college,single,mobile,April,16,150,1,unidentified,not_converted
executive,31,college,single,mobile,August,12,454,3,unidentified,not_converted
administrative_staff,31,high_school,married,unidentified,May,19,607,1,unidentified,converted
service_worker,31,high_school,single,unidentified,May,23,922,2,unidentified,not_converted
service_worker,38,high_school,married,mobile,April,30,701,1,successful,converted
manual_worker,42,college,single,landline,July,21,179,2,unidentified,not_converted
technical_specialist,41,college,married,unidentified,May,23,210,1,unidentified,not_converted
student,27,college,single,mobile,August,31,160,3,unsuccessful,converted
retired_worker,49,elementary_school,single,unidentified,June,9,35,1,unidentified,not_converted
executive,49,college,married,mobile,July,31,68,3,unidentified,not_converted
retired_worker,83,elementary_school,divorced,landline,May,31,664,1,successful,not_converted
service_worker,40,high_school,married,mobile,May,12,350,5,unsuccessful,not_converted
retired_worker,58,college,married,mobile,August,28,201,1,unidentified,not_converted
manual_worker,50,high_school,married,mobile,August,26,84,10,unidentified,not_converted
executive,30,high_school,married,mobile,February,2,96,1,unidentified,not_converted
domestic_worker,32,elementary_school,married,mobile,August,11,68,4,unidentified,not_converted
retired_worker,72,elementary_school,married,mobile,June,28,348,6,unsuccessful,not_converted
manual_worker,39,elementary_school,married,unidentified,June,16,77,1,unidentified,not_converted
technical_specialist,35,high_school,single,mobile,November,30,110,3,successful,not_converted
technical_specialist,35,high_school,married,unidentified,May,23,240,2,unidentified,not_converted
technical_specialist,33,college,married,mobile,August,5,295,2,unidentified,not_converted
service_worker,31,high_school,married,unidentified,May,9,81,6,unidentified,not_converted
executive,36,college,married,unidentified,May,8,362,1,unidentified,not_converted
service_worker,39,elementary_school,divorced,mobile,May,14,181,4,unidentified,not_converted
retired_worker,56,high_school,married,mobile,August,19,153,3,unidentified,not_converted
executive,48,college,married,unidentified,June,6,183,1,unidentified,not_converted
administrative_staff,50,high_school,divorced,landline,July,25,72,8,unidentified,not_converted
technical_specialist,38,high_school,married,mobile,April,20,190,2,unsuccessful,not_converted
manual_worker,33,high_school,married,mobile,July,11,443,1,unidentified,not_converted
administrative_staff,35,high_school,single,unidentified,June,3,117,1,unidentified,not_converted
executive,32,college,single,unidentified,September,29,21,1,unsuccessful,not_converted
executive,51,high_school,married,unidentified,June,19,64,1,unidentified,not_converted
manual_worker,29,elementary_school,married,mobile,July,21,121,4,unidentified,not_converted
service_worker,50,high_school,married,unidentified,June,9,882,1,unidentified,converted
service_worker,41,high_school,married,unidentified,June,2,53,2,unidentified,not_converted
technical_specialist,35,college,single,unidentified,June,11,111,10,unidentified,not_converted
manual_worker,32,elementary_school,married,unidentified,May,21,116,1,unidentified,not_converted
executive,38,college,single,unidentified,May,30,120,3,unidentified,not_converted
domestic_worker,37,high_school,married,landline,January,28,39,1,unidentified,not_converted
independent_worker,54,college,married,landline,February,6,48,5,unidentified,not_converted
manual_worker,38,high_school,married,unidentified,June,6,396,4,unidentified,not_converted
manual_worker,35,high_school,married,mobile,April,20,318,1,unidentified,not_converted
service_worker,32,high_school,married,mobile,November,20,301,1,unsuccessful,not_converted
manual_worker,41,elementary_school,married,mobile,November,20,611,3,unidentified,not_converted
domestic_worker,57,elementary_school,married,unidentified,June,6,69,3,unidentified,not_converted
service_worker,34,high_school,married,mobile,July,4,64,1,unidentified,not_converted
executive,35,unidentified,single,mobile,January,29,45,2,unidentified,not_converted
